price,charges,surface,disposition,address,district
8000,3000,53,DISP_2_KK,"Táboritská, Praha - Žižkov",Praha-Žižkov
33068,5835,55,UNDEFINED,"náměstí Olgy Scheinpflugové, Praha - Hlubočepy",Praha-Hlubočepy
19500,2990,28,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
13200,0,25,GARSONIERA,"Poděbradská, Praha - Vysočany",Praha-Vysočany
19000,1000,54,DISP_2_KK,"Litovická, Hostivice - Litovice, Středočeský kraj",Hostivice
31597,5576,63,UNDEFINED,"U Druhé baterie, Praha - Břevnov",Praha-Břevnov
10400,1,85,DISP_5_1,"Vladivostocká, Praha - Vršovice",Praha-Vršovice
17000,1000,35,DISP_1_1,"Vodičkova, Praha - Nové Město",Praha-Nové Město
12000,3000,21,DISP_1_KK,"Bořivojova, Praha - Žižkov",Praha-Žižkov
24000,6500,56,DISP_2_KK,"Sazovická, Praha - Zličín",Praha-Zličín
32000,5300,80,DISP_3_KK,"Píškova, Praha - Stodůlky",Praha-Stodůlky
25758,4545,20,UNDEFINED,"Víta Nejedlého, Praha - Žižkov",Praha-Žižkov
42000,7500,97,DISP_3_1,"Korunní, Praha - Vinohrady",Praha-Vinohrady
34485,6085,55,UNDEFINED,"Rumunská, Praha - Vinohrady",Praha-Vinohrady
30000,5500,88,DISP_3_KK,"K Novému dvoru, Praha - Lhotka",Praha-Lhotka
15000,3000,37,DISP_2_KK,"Vehlovická, Praha - Čimice",Praha-Čimice
16403,7354,80,UNDEFINED,"Voskovcova, Praha - Hlubočepy",Praha-Hlubočepy
15000,5100,30,DISP_1_1,"Šestajovická, Praha - Hloubětín",Praha-Hloubětín
21551,3803,24,UNDEFINED,"Nádražní, Praha - Smíchov",Praha-Smíchov
56479,9967,54,UNDEFINED,"Vrbenského, Praha - Holešovice",Praha-Holešovice
19500,4500,59,DISP_2_1,"Libocká, Praha - Liboc",Praha-Liboc
16490,0,30,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
15000,4400,32,DISP_1_KK,"Radlická, Praha - Smíchov",Praha-Smíchov
9254,3366,22,DISP_4_1,"Thámova, Praha - Karlín",Praha-Karlín
12500,5300,30,DISP_1_KK,"Štúrova, Praha - Krč",Praha-Krč
15490,0,23,DISP_1_KK,"Poděbradská, Praha - Vysočany",Praha-Vysočany
18990,0,40,DISP_2_KK,"Novodvorská, Praha - Kamýk",Praha-Kamýk
27500,5700,52,DISP_3_KK,"Molákova, Praha - Karlín",Praha-Karlín
49900,850,130,DISP_3_1,"U Akademie, Praha - Bubeneč",Praha-Bubeneč
29900,6300,87,DISP_3_KK,"Sokolovská, Praha - Vysočany",Praha-Vysočany
21850,5400,51,DISP_2_1,"Hostýnská, Praha - Malešice",Praha-Malešice
18000,3000,34,DISP_1_KK,"Mochovská, Praha - Hloubětín",Praha-Hloubětín
17500,3699,44,DISP_2_KK,"Frýdlantská, Praha - Kobylisy",Praha-Kobylisy
13500,4300,49,DISP_1_KK,"Za Mlýnem, Hostivice - Hostivice, Středočeský kraj",Hostivice
25000,4531,46,DISP_2_KK,"Na Spojce, Praha - Vršovice",Praha-Vršovice
49018,8650,50,UNDEFINED,"Zemědělská, Praha - Dejvice",Praha-Dejvice
34000,4200,55,DISP_2_KK,"U Vodárny, Praha - Vinohrady",Praha-Vinohrady
23000,3200,33,DISP_1_KK,"Tupolevova, Praha - Letňany",Praha-Letňany
33800,4800,63,DISP_2_KK,"Na Farkáně Ⅰ, Praha - Radlice",Praha-Radlice
47820,20184,30,UNDEFINED,"Legerova, Praha - Vinohrady",Praha-Vinohrady
37990,0,87,DISP_3_KK,"K Červenému vrchu, Praha - Vokovice",Praha-Vokovice
87503,15442,75,UNDEFINED,"Opletalova, Praha - Nové Město",Praha-Nové Město
77201,13624,133,UNDEFINED,"Španělská, Praha - Vinohrady",Praha-Vinohrady
12000,2900,16,OSTATNI,"Českobrodská, Praha - Hrdlořezy",Praha-Hrdlořezy
26000,6000,60,DISP_2_1,"Ve Smečkách, Praha - Nové Město",Praha-Nové Město
19900,900,40,DISP_1_KK,"Skloněná, Praha - Vysočany",Praha-Vysočany
60516,10679,71,UNDEFINED,"Újezd, Praha - Malá Strana",Praha-Malá Strana
58970,10407,52,UNDEFINED,"Mostecka , Mala Strana, Praha - Malá Strana",Praha-Malá Strana
16500,3500,40,DISP_1_1,"Jaroslava Foglara, Praha - Stodůlky",Praha-Stodůlky
18490,0,47,DISP_1_KK,"Vykáňská, Praha - Strašnice",Praha-Strašnice
16490,0,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
17000,2500,37,DISP_1_1,"Ortenovo náměstí, Praha - Holešovice",Praha-Holešovice
17500,4150,39,DISP_1_KK,"Hadovitá, Praha - Michle",Praha-Michle
17300,4600,30,DISP_1_KK,"U Libeňského pivovaru, Praha - Libeň",Praha-Libeň
10000,2000,74,DISP_3_1,"Svojetická, Praha - Strašnice",Praha-Strašnice
18582,3279,30,UNDEFINED,"Kotorská, Praha - Nusle",Praha-Nusle
22000,4000,56,DISP_3_KK,"Borošova, Praha - Háje",Praha-Háje
42257,7457,30,UNDEFINED,"Veletržní, Praha - Bubeneč",Praha-Bubeneč
19500,5000,41,DISP_2_KK,"Šluknovská, Praha - Střížkov",Praha-Střížkov
25071,4424,20,UNDEFINED,"Vrchlického, Praha - Košíře",Praha-Košíře
18000,4850,46,DISP_1_KK,"Komořanská, Praha - Modřany",Praha-Modřany
26500,5900,85,DISP_4_1,"Sládkovičova, Praha - Krč",Praha-Krč
20000,4000,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
18000,4500,45,DISP_2_KK,"Böhmova, Praha - Stodůlky",Praha-Stodůlky
32843,14102,45,UNDEFINED,"Sportovní, Praha - Vršovice",Praha-Vršovice
21500,3990,48,DISP_2_KK,"Pšeničná, Hostivice - Litovice, Středočeský kraj",Hostivice
24000,5000,46,DISP_2_KK,"Starokošířská, Praha - Košíře",Praha-Košíře
23990,0,72,DISP_3_KK,"Hlivická, Praha - Bohnice",Praha-Bohnice
24000,4300,57,DISP_2_KK,"Hadovitá, Praha - Michle",Praha-Michle
29500,4924,50,DISP_2_KK,"Na Výšinách, Praha - Bubeneč",Praha-Bubeneč
39500,8000,100,DISP_3_1,"Francouzská, Praha - Vinohrady",Praha-Vinohrady
26500,4670,44,DISP_2_1,"Mikuláše z Husi, Praha - Nusle",Praha-Nusle
17500,3800,33,DISP_1_KK,"Jana Přibíka, Praha - Vysočany",Praha-Vysočany
14000,3000,24,DISP_1_KK,"Josefa Houdka, Praha - Lipence",Praha-Lipence
21000,4429,44,DISP_2_KK,"Láskova, Praha - Chodov",Praha-Chodov
22000,5000,53,DISP_2_KK,"Ječná, Hostivice - Litovice, Středočeský kraj",Hostivice
17000,2500,39,DISP_1_1,"U Vesny, Praha - Strašnice",Praha-Strašnice
19900,3800,55,DISP_2_KK,"Na Jezerce, Praha - Nusle",Praha-Nusle
30627,5405,45,UNDEFINED,"Táboritská, Praha - Žižkov",Praha-Žižkov
18600,4000,35,DISP_1_KK,"Veletržní, Praha - Holešovice",Praha-Holešovice
30000,2500,72,DISP_3_1,"Lublinská, Praha - Troja",Praha-Troja
17112,2888,25,DISP_1_KK,"Ve Smečkách, Praha - Nové Město",Praha-Nové Město
15890,4089,37,DISP_1_KK,"Makedonská, Praha - Střížkov",Praha-Střížkov
23990,0,70,DISP_3_1,"Jílovská, Praha - Lhotka",Praha-Lhotka
16490,0,39,DISP_1_KK,"Počernická, Praha - Malešice",Praha-Malešice
19990,0,32,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
18000,4500,42,DISP_1_1,"Bořivojova, Praha - Žižkov",Praha-Žižkov
25990,0,55,DISP_2_KK,"Rooseveltova, Praha - Bubeneč",Praha-Bubeneč
32497,5735,53,UNDEFINED,"Drahobejlova, Praha - Libeň",Praha-Libeň
9000,3000,130,DISP_6_1,"Veltruská, Praha - Prosek",Praha-Prosek
17500,2260,32,DISP_1_KK,"Pod Labuťkou, Praha - Libeň",Praha-Libeň
29000,2350,28,DISP_2_KK,"Legerova, Praha - Nové Město",Praha-Nové Město
27000,6000,91,DISP_3_1,"Nevanova, Praha - Řepy",Praha-Řepy
12000,3000,30,DISP_1_KK,"Chaloupky, Praha - Zadní Kopanina",Praha-Zadní Kopanina
19490,3900,35,DISP_1_KK,"Gerstelova, Praha - Vysočany",Praha-Vysočany
17100,4539,26,DISP_1_KK,"Perucká, Praha - Vinohrady",Praha-Vinohrady
21490,0,47,DISP_2_KK,"Thomasova, Praha - Třebonice",Praha-Třebonice
23500,6800,48,DISP_2_KK,"Na Domovině, Praha - Libuš",Praha-Libuš
30000,6500,72,DISP_3_KK,"Buchovcova, Praha - Žižkov",Praha-Žižkov
23700,5300,64,DISP_3_1,"Něvská, Praha - Čakovice",Praha-Čakovice
14697,6870,86,UNDEFINED,"Přemyslovská, Praha - Vinohrady",Praha-Vinohrady
37098,17354,65,UNDEFINED,"Švehlova, Praha - Záběhlice",Praha-Záběhlice
14000,4000,42,DISP_1_1,"Purkyňova, Říčany - Říčany u Prahy, Středočeský kraj",Říčany
29900,9975,75,DISP_3_KK,"Ostravská, Praha - Letňany",Praha-Letňany
21000,3000,41,DISP_2_KK,"Vorařská, Praha - Modřany",Praha-Modřany
34900,12049,71,DISP_3_1,"Francouzská, Praha - Vinohrady",Praha-Vinohrady
31987,5645,31,UNDEFINED,"Kmochova, Praha - Smíchov",Praha-Smíchov
23000,4000,42,DISP_2_KK,"Podplukovníka Sochora, Praha - Holešovice",Praha-Holešovice
19000,3500,43,DISP_2_KK,"Nad Kolonií, Praha - Podolí",Praha-Podolí
19400,4600,45,DISP_2_KK,"Kurkova, Praha - Kobylisy",Praha-Kobylisy
